wordKey,exp
"drain","The drain in the kitchen was clogged up."
"drain","His coin fell into a drain near the sidewalk."
"drain","She asked him to drain the spaghetti."
"drain","Loading the van with such heavy boxes had drained him."
"embrace","She embraced her friend and said goodbye for now."
"embrace","He embraced the idea and started working toward it."
"embrace","If you want to grow and prosper, you must embrace the pain."
"envy","He envied her ability to speak a foreign language."
"envy","She envied them because they had money to buy ice cream."
"envy","He watched him with envy as he received the award."
"envy","They were green with envy when she got that ring."
"jealous","They were jealous of his ability to type so fast."
"jealous","She was jealous of her diamond ring."
"jealous","He felt jealous when he saw her talking to him like that."
"firework","The display of fireworks was lively and colorful."
"firework","After the speech, they set off fireworks."
"firework","His remarks sparked off fireworks."
"flour","He blended flour with eggs and sugar to make a cake."
"fuse","They lit the fuse and ran away."
"ginger","He added some ground ginger to the juice."
"paste","The carpenter used some paste to hold the pieces together."
"paste","He put some paste on the wall to put up the wallpaper."
"receipt","He lost the receipt and couldn't prove that he bought the product from their store."
"wipe","She wiped the dust off the window."
"wipe","He wiped his nose on his shirt."
"wire","Someone had cut the wires to stop electricity from going to the building."
"wire","He made a toy dog using copper wire."
"wire","She was wearing a wire to secretly record their conversation."
"wire","Once you wire up your laptop to a router, you're good to go."
"acknowledge","She acknowledged that the kids behaved well."
"acknowledge","He was acknowledged to be the most experienced one among them."
"acknowledge","The teacher acknowledged having made a mistake."
"acknowledge","They acknowledged him as a genius in the computer field."
"acknowledge","You should acknowledge your sources at the end of the article."
"acknowledge","They promptly acknowledged receipt of my job application via email."
"acknowledge","Postmen often ask you to acknowledge the delivery by your signature."
"ambassador","The ambassador went to attend the meeting."
"ambassador","He was appointed as the new ambassador to the US."
"blonde","She was tall and blonde."
"blonde","There was a blonde working at the cafe."
"conquer","The enemy was trying to conquer the capital."
"conquer","They conquered their tribe in one massive attack."
"conquer","You have to conquer your fear sooner or later."
"drag","The waste bag tore when he dragged it."
"drag","He made a small boat and dragged it to the water."
"exaggerate","She was exaggerating the accident."
"exaggerate","They exaggerate the quality of their product."
"heritage","He wanted to know more about his heritage."
"heritage","We ought to preserve our cultural heritage to maintain our identity and history."
"insult","They insulted each other by scolding."
"insult","She insulted his work and skills."
"insult","He made an insult about the work quality."
"insult","His joke was meant to be funny, but it came across as an insult to him."
"meanwhile","He was reading his textbook. Meanwhile, he was also listening to background music."
"meanwhile","The mechanic was fixing the car; in the meanwhile, they went to have a refreshing drink."
"necklace","Alan wanted to buy his fiancee a pearl necklace."
"noble","The queen wanted to have dinner with a noble."
"noble","The castle was a belonging of a noble family for decades."
"noble","The knight's noble bravery saved their lives."
"precious","They found some precious stones in the mine."
"precious","The ring was so precious that they were all looking for it."
"precious","English was so precious to him that he devoted most of his time to learning it."
"prejudice","Finally, they enforced a law about racial prejudice."
"prejudice","We should fight against sexual prejudice in workplaces until it's eradicated."
"prejudice","They tried to dispel the prejudice that they had to be separated."
"rumor","There was a rumor going around about him planning to resign from his post."
"rumor","He circulated a rumor that they were having an affair."
"rumor","Rumor has it that he'll be the new director after the current director is retired."
"sin","She committed a sin by disrespecting her parents."
"sin","He confessed his sin in the church."
"spectacle","The landscape was quite a spectacle."
"spectacle","It was a spectacle to see such a young kid do math with ease."
"spectacle","He just didn't want his friend to make a spectacle of himself."
"stack","There was a stack of books on his desk."
"stack","He stacked the boxes in the rear of a truck."
"stack","The workers started stacking up the crates in the warehouse."
"suspicious","They were highly suspicious of him."
"suspicious","It was suspicious that he dashed and didn't tell anyone where he was going."
"suspicious","Notwithstanding his suspicious nature, he let him do that for him."
"tin","Some foods are sold in tin cans."
"vase","He knocked over a vase and it shattered."
"vase","She gently set the vase on the ledge of the window."
"ache","He lifted some heavy boxes, and now his back aches."
"ache","She has a dull ache in her arm."
"arctic","On the trip, arctic air made them tremble."
"arctic","November brought arctic conditions."
"canal","They passed through the canal aboard a canoe."
"canal","There are a lot of canals in Japan."
"chemist","He was a chemist who created some effective drugs."
"chill","There was a slight chill this morning."
"chill","The chill from the wind made him shiver."
"chill","She put the beverage in the fridge to chill."
"congress","Congress has introduced some new laws."
"dairy","We must keep dairy products in the refrigerator."
"dairy","He bought some dairy foods from the market."
"descend","The path descended to an underground cave."
"descend","She descended the stairs and went to the lounge."
"grocer","The grocer was nice enough to give the poor man a discount."
"hesitate","When they asked him that question, he hesitated for a few seconds before answering."
"hesitate","Don't hesitate to call me if you need anything."
"institution","She went to an educational institution to learn some technical skills."
"jog","He goes jogging every morning to stay healthy."
"jog","They go for a jog every single they together."
"merchant","His cousin is a merchant who trades wheat and rice."
"poke","Some kids were poking sticks into the soil."
"poke","She accidentally poked him in the neck."
"postpone","They had to postpone the meeting until he arrived."
"postpone","Notwithstanding the bad weather, they didn't postpone going there."
"splash","He stepped into a pothole and splashed water on him."
"splash","The brush fell into the bucket and splashed water onto the carpet."
"splash","The sudden splash startled the cat."
"stubborn","He gave up talking once he realized how stubborn she was."
"stubborn","Since they were both stubborn, they never gave in to each other."
"suburb","She got an apartment in the suburb."
"tide","The tide was coming in, so they moved to a higher place."
"tragedy","The lightning struck the barn while he was in it; it was a tragedy."
"tragedy","It's a tragedy that dozens of people are either homeless or unemployed."
"tragedy","The invasion led to the tragedy of an all-out war."
"bomb","The enemy planes dropped bombs in the war zone."
"bomb","When the bomb went off, it destroyed everything in the area."
"bomb","They planted a bomb near the cave to make a bigger hole in it."
"certificate","The receptionist required their birth certificates."
"certificate","They gave the students certificates for completing the course."
"circumstance","Everyone should attend the meeting under any circumstances."
"circumstance","Under no circumstances should we stop learning English."
"circumstance","His death occurred in suspicious circumstances."
"circumstance","They had to cope with several problems because of circumstances beyond their control."
"coffin","They put his body in a coffin in his funeral."
"cope","She successfully coped with the situation."
"cope","He had several problems, most of which he couldn't cope with at the time."
"criticism","They made some harsh criticism about his work."
"criticism","His last work attracted widespread criticism."
"criticism","She came in for criticism about the dish."
"criticism","After listening to them, she dismissed their criticism."
"criticism","He countered their criticism and said it was unfounded."
"criticism","The judges loved their performance, but they also gave them constructive criticism."
"devastate","The entire area was devastated by an atomic bomb."
"devastate","The death of his fiancee devastated him."
"frown","Joey frowned when she refused to make jam."
"frown","She frowned at her son when he threw a tantrum."
"frown","His frown deepened when he saw his exam results."
"frown","Speaking loudly in a theater or during a movie is often frowned upon."
"gaze","They went to the desert and gazed at the stars."
"gaze","He gazed out the window as she left."
"gaze","She couldn't hide her admiration as she watched him with an admiring gaze."
"gaze","He looked at her with a steady gaze."
"glance","He glanced through the paper as if he was looking for something."
"glance","She glanced around the salon, trying to find her friend."
"glance","She took a glance at the pamphlet when an idea came to her."
"glance","Sherlock knew at a glance that something was fishy."
"glance","He fell in love with her at first glance."
"grief","It was hard for him to get over the grief caused by his father's death."
"grief","They were overcome with grief after he died."
"groom","The groom was left at the altar."
"groom","The bride and groom went on honeymoon together."
"groom","She was grooming her horse at the stable."
"groom","After years of training, he was finally groomed for the job."
"license","She finally got her driver's license."
"license","They wouldn't give him the license to build an institution in that area."
"microscope","The scientist looked at the blood sample under a microscope."
"nuclear","There were some nuclear power plants in the distance."
"portray","The painting portrayed a young man looking at the sky."
"portray","The writer portrayed the World War very well."
"portray","They portrayed him as an arrogant person."
"rotate","The cat was rotating, trying to catch something attached to its tail."
"rotate","When he switched on the fan, it started to rotate and circulate cool air."
"souvenir","Joey asked them to give their souvenirs and get out."
"souvenir","He bought some souvenirs on the trip for his family."
"submarine","They were in a submarine for about a whole week."
"submarine","No one could see the submarine as it moved beneath the water line."
"trace","She traced a wavy line on the sand."
"trace","He traced over the line with his eyes."
"trace","They traced the outbreak of the disease to a contaminated water supply."
"trace","The detective traced the suspicious call back to a small town in the countryside."
"trace","The paleontologists found the trace of a new dinosaur species."
"trace","The thieves left no trace in the crime scene."
"coastline","The coastline stretches for miles, lined with small villages."
"coastline","They bought a house on the coastline."
"deter","The law was enacted to deter illegal acts."
"deter","They introduced laws to deter drivers from driving faster than the speed limit."
"deter","Astronomical prices deter people from buying houses in the area."
"deter","The large dog at the gate deterred trespassers from entering the property."
"devise","He devised a brilliant plan to supply power with less expense."
"devise","She devised a funny game to keep the kids engaged."
"distance","He wanted to know the distance between America and China."
"distance","Do you know the distance from America to China?"
"distance","They moved downtown so they could live within walking distance of his workplace."
"distance","From the cottage, we could see the Rocky Mountains in the distance."
"expertise","Monica had expertise in making gourmet meals."
"expertise","He was praised for the expertise with which he invented the machine."
"expertise","He had martial expertise at such a young age."
"fracture","There was a fracture in the skull they found."
"fracture","Two of his ribs fractured in an unfortunate incident."
"headache","He had a splitting headache after the party."
"implement","The firm decided to implement a new policy."
"implement","They implemented a change to increase production."
"implement","His toolbox was filled with various agricultural implements."
"insight","The movie gave her a new insight into her problems."
"insight","The book provided new insights into learning foreign languages."
"limb","The bird made a nest on a tree limb."
"limb","The injured dog was struggling to walk with its broken limb."
"might","He lifted the table with all his might."
"optimism","I have optimism about our future."
"optimism","Despite difficulties, he maintained a sense of optimism and worked toward his goals."
"proficient","He wanted to be proficient in English and Mandarin."
"proficient","It takes several years to become proficient at this job."
"raft","He made a simple raft out of wood planks."
"raft","They went rafting together."
"ridge","They carefully walked along the mountain ridge."
"shoulder","They carried the beam on their shoulders."
"shoulder","She slept on his shoulder."
"shove","He shoved the crowd aside to get closer to him."
"shove","Suddenly, the door opened, and a group of people shoved him out of the way."
"shove","When her parents arrived, she shoved the clothes in the drawer without folding them."
"spouse","He bought two tickets to the concert to go with his spouse."
"thrust","She went into his office and thrust the papers at him."
"thrust","He thrust a punch into his opponent's head."
"thrust","The warrior thrust the spear at the enemy."
"tolerate","Monica wouldn't tolerate making a place messy."
"tolerate","He found it hard to tolerate heavy traffic."
"accountable","She was accountable to her manager."
"accountable","He was accountable for his wing."
"accountable","They hold them accountable for their affairs in the office."
"addictive","Some drugs are highly addictive."
"agenda","There were a few items on the agenda."
"agenda","Dealing with customers was high on the agenda."
"agenda","Coming up with a more efficient method was at the top of the agenda."
"correlate","Hard work and success are strongly correlated."
"correlate","Wealth doesn't necessarily correlate with happiness."
"depression","After that incident, he had been suffering from deep depression."
"depression","Finally, he managed to overcome his depression."
"digital","There was a digital clock on the wall."
"importance","We need to remind ourselves of the importance of having a healthy diet."
"importance","He attached great importance to exercising at least three times a week."
"keyboard","There was a mechanical keyboard on his desk."
"loneliness","Initially, he was suffering from loneliness, but he got used to it after a while."
"loneliness","She experienced loneliness for the first time in her life."
"media","Social media can have both good and bad influences on our lives."
"media","At first, it just attracted local media, but soon it circulated in the national media."
"platform","They waited at the platform to greet their friend."
"platform","He took the platform and denounced all the politicians."
"platform","She mounted the platform and gave a moving speech on the importance of having a good stance."
"platform","Social media can be a good platform to convey our opinions."
"poor","They had a poor life, but they were happy together."
"poor","The house was in a poor condition."
"poor","He was poor at math but was one of the best in the art class."
"presence","The paleontologist discovered the presence of a new creature on Earth in the prehistoric past."
"presence","The presence of dinosaurs in the past is proven by the skeletons found in different parts of the world."
"presence","She was always on her best behavior in her father's presence."
"surge","There has been a surge in the gas price."
"surge","The cause of the flood was a tidal surge."
"surge","A crowd of people surged forward."
"surge","Their sales profit surged after implementing the new strategy."
"survey","A recent survey about the human body found that most people don't have the basic knowledge of organs."
"survey","They conducted a survey to find out about the employees' experience in different branches."
"target","The target of his latest novel was teenagers."
"target","His target was to become fluent in English."
"target","She made a drug that could target the disease."
"target","The weaker animals in the group are usually targeted by carnivores such as lions."
"trend","The current trend is toward remote employment due to the virus."
"trend","There has been a trend toward hiring younger people."
"trend","There's an upward trend in the fashion industry."
"trend","They devised a plan to reverse the trend."
"validate","She had trouble validating her ideas."
"validate","The fact that most of his students got high grades validated that he was a great teacher."
"validate","He failed to validate his report."
"dust","They were trying to clean dust off the furniture."
"dust","There was a cloud of dust by the time they got there."
"emit","Once the button is pressed, it emits a funny noise."
"emit","Suddenly, the machine emitted steam."
"emit","Up until now, all cars have been emitting carbon dioxide."
"enable","Mastering English will enable us to get a better job."
"enable","Being strong enables him to do those activities with ease."
"enable","The loan enabled him to set up his own business."
"grind","She was trying to grind some coffee."
"grind","He ground the grain into flour using a coffee mill."
"heal","When she cut her finger, she put a plaster on it to stop bleeding and help it heal."
"heal","He had his arm in a cast so that it would heal faster."
"integrate","Most people find it hard to integrate into a new culture when they first emigrate to another country."
"integrate","We should try to integrate ourselves into the society."
"integrate","For a short while, he couldn't integrate into the group."
"integrate","He advised him to integrate exercise into his life."
"integrate","They wanted to integrate work with fun by setting regular break times."
"leading","He was the leading scientist in his field."
"leading","After a while, they became the world's leading producer of medical equipment."
"leading","Nike is one of the leading brand names in the world."
"leading","They merged with a leading electronics firm."
"moreover","He's so diligent; moreover, he knows his stuff very well."
"moreover","We ought to do regular exercise to build muscles and, moreover, it also reduces stress."
"pollutant","The company had been dumping water pollutants in a nearby river."
"pollutant","There were chemical pollutants all over the place."
"pollutant","We should all try to reduce air pollutants before its too late."
"powder","She went to the laundry room, but she forgot the washing powder."
"powder","Turmeric is a yellow powder used to add flavor to foods."
"prompt","His hunger prompted him to make some food."
"prompt","Needing money prompted her to get a job."
"reject","She rejected his proposal at first."
"reject","The CEO rejected his idea right off the bat."
"reject","He applied for a job position, but he got rejected."
"skeptic","Although they said the drug was effective, he still was a skeptic."
"skeptic","He was a skeptic and we just couldn't convince him."
"substance","They were looking for a particular type of substance to make that framework."
"substance","The farmer used a substance to make his farm more fertile."
"substantially","The new CEO changed the entire firm substantially."
"substantially","The sheriff wanted to reduce the crime rate substantially."
"substantially","Their annual turnover substantially increased after those changes were implemented."
"substantially","The two products both have high quality but are substantially different."
"ton","They estimated that the project needed about a hundred tons of cement."
"transport","Bicycles are cheap means of transport and, moreover, they make people stronger and healthier."
"transport","Lots of people use public transport to get to their workplaces."
"transport","The ambulance quickly transported the injured man to the hospital."
"transport","A system of underground pipeline was used to transport clean water to the area."
"align","People aligned against the new government rules."
"align","During the war, the both nations closely aligned with each other."
"align","The teacher modified the curriculum to align it with their needs."
"align","The designer was trying to align the logo and the text."
"align","He held his breath to align the notch on the gun with the target."
"align","She adjusted the telescope to align it with Saturn."
"authority","The local authority decided to shut the store."
"authority","They needed to get permission from someone in authority."
"barn","They had a large barn on the ranch."
"betray","They made a pact to never betray each other."
"betray","He was accused of betraying his country by revealing the plan to the enemy."
"Bible","She said she would put her hand on the Bible and swear to be honest."
"Catholic","They baptized the baby in a Catholic church."
"cooperate","Sherlock cooperated with the police in finding the outlaw."
"cooperate","The couples agreed to cooperate to keep all the children safe."
"cooperate","They decided to join forces and cooperate in working on the project to get it done faster."
"detain","They made a mistake and detained the wrong person."
"detain","A suspect was detained overnight by a police constable."
"exit","The building was so messy at the time that he couldn't find the exit."
"exit","They didn't know how to exit the cave, as most ways were blocked."
"exceptional","She was an exceptional student and could walk her exams."
"exceptional","As a teenager, he had an exceptional talent for swimming."
"exceptional","The meal Monica prepared was of exceptional quality."
"flee","The deer gazed at us for a few seconds, and then fled from the area."
"flee","He fled to the jungle when he saw the armed forces approaching."
"network","He was a member of the support network."
"network","They made a network to rid the area of garbage."
"outrage","The fact that they didn't give him a death penalty triggered a public outrage."
"outrage","She expressed her outrage by those remarks."
"outrage","The unfair decision outraged the entire community, leading to protests."
"parish","He had to move to a new parish."
"passage","They followed a narrow passage in the cave and reached a lake."
"pastor","The pastor made a speech on the importance of being honest and helpful."
"patrol","There were always two soldiers on patrol in the area."
"patrol","They increased their patrols in the zone."
"patrol","They sent a few soldiers to patrol the region."
"raid","They raided their camp and took them all hostages."
"raid","The soldiers were raided at night by enemy forces."
"raid","The enemy forces launched a raid, but fortunately, it was foiled."
"rail","I'd rather travel by rail to avoid traffic."
"tunnel","It was one of the longest tunnels I've ever seen."
"comfortable","Ross wanted to buy some comfortable furniture."
"comfortable","He wasn't comfortable discussing the issue at the time."
"education","We should put greater importance on education for the young."
"education","He received his education in the mountains far away from other children."
"encouragement","Children seek encouragement, especially from their parents."
"encouragement","He wouldn't have even tried that without the encouragement of his wife."
"endorse","The firm's manager endorsed his proposal."
"endorse","Her idea was endorsed by most of her colleagues."
"equal","The two devices were different in looks, but were roughly equal in performance."
"equal","The twins were equal in weight."
"equal","He thought his parents didn't treat him and his siblings as equals."
"equal","She had such an aptitude that she had no equal in her field."
"equal","One kilogram roughly equals 2.2 pounds."
"face","He faced some problems at the office that day."
"face","We have to get this project done, or else we will be faced with some problems later."
"face","They needed to face the fact that they missed their chance and start to think of something else."
"face","The clock was mounted on the face of the tower."
"face","The rocky face of the mountain was a bit challenging to climb."
"face","She managed to save face by doing such a great job."
"face","He lost face by those shallow remarks."
"face","She had a broad smile on her face."
"face","The kids were making silly faces to each other."
"field","He became successful in the field of paleontology."
"field","She asked them to talk outside the field of politics."
"field","They both became experts in their respective fields."
"field","They had a large field of corn."
"foster","He wanted to foster science in his son."
"foster","She had been fostering a sense of collaboration in her class."
"foster","He was trying to foster cooperation among his branch."
"foster","They were kind enough to foster her son while she was in prison."
"guidance","He asked his coach for guidance about the matter."
"guidance","They received some valuable guidance on their studies."
"hold","He couldn't hold such an important position for long."
"hold","She had held the post for a long time and decided to resign."
"hold","He held a world record in sprint race."
"hold","The bag couldn't hold all the groceries."
"hold","The table couldn't hold their weight and collapsed."
"hold","The carpenter used a special glue to hold the planks together."
"hold","He asked them to hold the door open as he was carrying some stuff."
"inclusion","They picked all their best players for inclusion on the team."
"inclusion","The inclusion of some inappropriate pictures in his last article caused controversy."
"inspire","The movie inspired him to learn English."
"inspire","Her grandfather inspired her to chase her dreams."
"mere","She lost the match by a mere two points."
"mere","He was a mere junior chef at the restaurant, so no one expected much from him."
"position","There was a position available that needed to be filled ASAP."
"position","Chandler got an interview for an advertising position."
"position","Sheldon was trying to find the perfect position to sit."
"power","Some drugs have such power over consumers that they cannot stop consuming."
"power","He had great power over the group and made them change their opinion."
"power","We should not underestimate the power of social media on people."
"power","He was a great athlete and had a lot of power in his arms and legs."
"responsibility","It's parents' responsibility to take care of their children."
"responsibility","She had the responsibility to lead the local branch."
"responsibility","He took full responsibility for the mistake and promised to take care of it."
"soar","Gas prices soared during that time."
"soar","The temperature had soared to about a hundred degrees."
"tool","He knew how to fix the problem but didn't have the right tools."
"tool","Being able to hold a conversation was an important tool in that field."
"vocal","He was vocal whenever the subject of history was brought up."
"vocal","She was a vocal supporter of the idea."
"vocal","The coach helped them improve their vocal technique for the choir."
"workplace","They got to their workplace by train."
"workplace","They raised funds to improve facilities in the workplace."
"academic","They discussed an academic subject for a while."
"academic","He didn't have academic achievements."
"acceptance","Initially, his idea didn't gain much acceptance."
"acceptance","She didn't find acceptance among them."
"acceptance","He was ecstatic about his acceptance into the team."
"array","There was a vast array of options in the store."
"array","They marveled at the impressive array of his works."
"blur","He wanted to blur the clip a little and add some special effects."
"blur","Once his glasses fell off, everything was just a blur."
"blur","Her dream was a blur, and she couldn't remember what exactly it was."
"cafe","They went to a cafe nearby to grab something to eat and drink."
"canvas","He got furious and hit the canvas several times on the ground."
"cinema","She got two tickets to the cinema so they would have a fun evening together."
"class","She was from an upper class background."
"class","He got endorsement among the working class."
"class","The teacher gave the class easy homework for the weekend."
"class","They decided to take up an English class together."
"distinctive","There was a distinctive smell wafting around."
"distinctive","The singer had a very distinctive voice."
"key","Ronaldo was a key player on the team."
"key","He played a key role in the firm at the time."
"key","The teacher answered all the key questions, but there wasn't enough time for the rest."
"movement","There was a peace movement during that time."
"movement","He was a member of the civil rights movement."
"practice","It's common practice to tip the waiter who served."
"practice","It's an awful practice to throw garbage into the water or on the ground."
"practice","We should make a practice of learning and revising vocabulary every day."
"practice","That was a fine idea in theory, but in practice, it didn't actually work."
"practice","Once learning basic concepts, we should put them into practice and make some stuff."
"practice","We should practice speaking for a while to get the hang of tones and pronunciation."
"realistic","He painted a realistic picture of his backyard."
"realistic","Due to his knee injury, it wasn't realistic for him to run the marathon anymore."
"reflection","He saw his reflection in the lake."
"reflection","She stared at her reflection in the mirror."
"reflection","On reflection, they decided to take the offer."
"reflection","After a lot of reflection on his choices, he decided to switch to a different field."
"reflection","His short movie prompted reflection about the impact of climate change."
"rule","Everyone must observe the rules at the office."
"rule","He broke the rules and was suspended for a week."
"rule","They bent the rules and let her take another exam due to her incident."
"rule","They were all playing it by rules until he made a minor mistake."
"rule","What he did was against the rules, so he lost a point for that."
"rule","It was a rule that everyone had to sign up first to take part in the activity."
"rule","The king ruled his country with wisdom for decades."
"rule","After hearing their statements, the judge ruled in favor of the defendant."
"stroke","Chinese characters are made up of strokes."
"stroke","He painted on the canvas with different strokes."
"stroke","She suffered a stroke and became deaf in her sixties."
"sunlight","The morning sunlight shone through the curtain."
"sunlight","The lake sparkled in the evening sunlight."
"traditional","They were singing traditional folk music."
"traditional","There was traditional furniture in their house."
"traditional","He used a traditional method of making the dish."
"traditional","It was traditional for them to pray first before eating."
"traditional","They were wearing traditional costumes at the party."
"unlike","Unlike Joey, Phoebe didn't like meat at all."
"width","The room was about eight meters in width."
"anthem","They sang the national anthem together."
"beyond","Beyond the lake was a small village."
"beyond","The party continued beyond the evening."
"beyond","The money was raised beyond the amount they needed."
"beyond","He was changed beyond recognition."
"beyond","Her phone was damaged to such an extent that it was beyond repair."
"beyond","The kids were beyond excited about the trip."
"determination","She was a newcomer in that field but had the most determination for success."
"determination","His dogged determination to master English helped him succeed."
"fighting","Fierce fighting continued for several days."
"joint","The new product was the result of a joint effort between both of them."
"joint","The judge granted joint custody of the child."
"joint","They were joint owners of the shop."
"joint","He hurt his knee joint by lifting such heavy weight."
"landing","Due to the dreadful weather, the pilot had to make an emergency landing."
"mark","They threw a party to mark the occasion."
"mark","The kid's sticky fingers left marks on the wall."
"mark","After being stung by a wasp, he had a red mark on his arm."
"mark","He put marks on the board to give them a clue."
"mark","She had a good command of the grammar, but she forgot a few punctuation marks."
"mobilize","When war was declared, they mobilized thousands of soldiers."
"mobilize","Troops had been mobilized, but fortunately, they reached a peace agreement."
"nation","He was born in a poor nation."
"nation","China began to dominate the global economy after the US, as it became an industrial nation."
"originally","It was a restaurant originally, but they converted it into a hospital."
"originally","He's been living in America for years now, but originally, he comes from Iran."
"outbreak","They mobilized for the outbreak of an all-out war."
"outbreak","The outbreak of a deadly virus made the scientists work harder."
"pray","He prayed to God that he could escape from the danger zone safely."
"pray","They prayed for the deceased man."
"prisoner","A prisoner is someone who's kept in prison as a legal punishment for a crime or any wrongdoing."
"prisoner","He was a prisoner who had to serve a long sentence."
"sacrifice","She sacrificed her career to take care of her children."
"sacrifice","Many parents sacrifice themselves for their kids."
"sacrifice","Lots of children sacrifice their future for the pleasure of the moment."
"silence","The room was in complete silence for a short while."
"silence","Silence reigned the office, but then he cracked a joke and broke the silence."
"thus","It's important to be in good shape; thus, he decided to take vigorous exercise."
"thus","A severe storm blew down a part of the fence. Thus, they put up another one."
"tribute","They attended the funeral to pay tribute to the deceased man."
"tribute","They all wore black clothes as a tribute."
"victory","They won a great victory against their opponent in the final match."
"victory","It was an impressive victory for the champion over his competitor."
"victory","The outcome of the competition was yet another victory for him."
"wild","Some plants grow wild in harsh places."
"wild","The weather was wild by the time they got there."
"wild","They were all wild with excitement."
"wild","She went wild when she found out about the matter."
"wild","He was wearing elegant attire, but his hair was wild."
"wound","She got distracted and wounded herself while chopping the onion."
"wound","He was wounded in the arm after he fell on the broken glass."
"wound","The warrior had several sword wounds."
"assimilate","He found it hard to assimilate into their group."
"assimilate","She was trying to assimilate with the natives."
"assimilate","After weeks of studying, he finally managed to assimilate all the information."
"attempt","They made a few attempts to catch the deer, in vain."
"attempt","It was his first attempt, so he wasn't upset to lose the game."
"attempt","In an attempt to reduce the crime rate, they increased police forces."
"attempt","His attempt at escaping wasn't successful."
"attempt","She attempted to make a gourmet meal."
"case","Dozens of soldiers were wounded, in most cases seriously."
"case","She interviewed two people, and in each case, they were quite competent."
"case","They usually don't let anyone take another exam, but I guess they will bend the rules in this case."
"cease","The snow ceased, but there was still arctic wind."
"cease","They ceased to take a look at the footprint he found."
"danger","When they first met, his life was in danger."
"danger","He was aware of the danger of a massive earthquake, so he made an effort to evacuate them."
"devastating","The hurricane had devastating effects on the village."
"devastating","When the bomb went off, it had a devastating impact on the entire area."
"diversity","There was a wide diversity of opinions about the matter among them."
"diversity","Cultural diversity allows people to learn from each other and gain new perspectives."
"earthquake","The earthquake had devastating impacts on several roads."
"endangered","Some animals have become endangered species."
"extinction","The extinction of dinosaurs was due to asteroid impacts."
"extinction","Being an endangered species means being in danger of extinction."
"forever","After that incident, they left the town forever."
"forever","Initially, they didn't go along with each other; however, they became friends, and their friendship lasted forever."
"generally","Generally speaking, people don't like the hustle and bustle of big cities."
"generally","We generally play games at the office whenever we have some spare time."
"generally","That kind of behavior is generally regarded as discourteous."
"genocide","The genocide caused dozens of children to become orphans."
"hit","The entire town was hit by a hurricane."
"hit","His reputation was hit by the scandal."
"hit","She accidentally hit him with the stick."
"hit","That's when it hit me that my friend wasn't loyal with me."
"lose","He lost one toe in a cruel fight during his time in prison."
"lose","They lost their mother and were filled with sorrow."
"lose","In an unfortunate incident, they lost their son."
"lose","Although they had all their best players on the team, they lost the game."
"native","He's a native Chinese guy and can help with Mandarin."
"native","The panda is native to China."
"percent","Students are required to get at least 70 percent on the final exam to pass the course."
"reason","The reason he did that was to attract their attention so she could sneak out."
"reason","Do you have any reason to act like that?"
"reason","For some reason, they made up an excuse to avoid the picnic."
"reference","They made a list of all the facts and figures for future reference."
"reference","He made a reference to an online article."
"reference","The manager made a decision with reference to the market trends."
"reference","In reference to your question, the exact time of the meeting will be announced in a week."
"urban","More and more people began to live in urban areas."
"burn","He's been going to the gym every day to burn fat."
"burn","The burning of fossil fuels are causing great damage to our Earth."
"burn","The building caught fire and two people were burned to death."
"check","You should check your answers for any potential mistakes."
"check","The police officer checked their bags for alcohol or any illegal drugs."
"check","Let me check if the back door is shut."
"check","The tutor asked him to explain the subject to check how much he'd learned it."
"coconut","She was trying to crack the coconut shell."
"epilepsy","He was diagnosed with epilepsy."
"fat","Some fats in certain foods are very healthy."
"fat","The chef used beef fat for a richer taste."
"fat","You should hit the gym if you want to lose body fat."
"fat","Some people don't get fat despite eating a lot."
"gain","She gained a lot from the course."
"gain","He gained some experience while he was an apprentice chef."
"gain","They both gained reputation after that event."
"gain","Regular exercise leads to gains in strength and endurance."
"gain","His hard work resulted in a major gain in knowledge and skills."
"glucose","Her blood glucose level was too high, so the doctor told her to cut down on sugar."
"high","The crime rate was so high that they had to increase police forces."
"high","A high level of concentration is required in this field."
"high","She had been suffering from high blood pressure."
"high","He was driving at high speed."
"high","You could see the entire town, as it was a pretty high building."
"high","Mount Everest is known for being very high."
"keep","He cut some more logs to keep the house warm during low temperature."
"keep","They found it hard to keep calm at the time."
"keep","She told her children to keep their rooms clean."
"keep","The police forces tried to keep the crowd back."
"keep","Their manager was trying to keep them all busy."
"keep","He asked her if she could keep a secret."
"keep","She likes the fact that he always keeps his words."
"keep","He called his friend to check if he could keep the device a little longer."
"known","The venom is known to be lethal."
"known","Einstein is a well-known physicist."
"known","The documentary made known some of the whale's characteristics and behaviors."
"liver","The liver is one of the vital organs in the body."
"low","Junk foods are low in nutrition."
"low","They were looking for low-cost housing."
"low","After such an exhausting task, his energy was low."
"low","He crouched low behind the bushes to avoid being seen."
"low","The branch of the tree hung low, making it easy to pick the fruit."
"management","The problem was due to his bad management."
"management","Exercise can help with stress management as well as metabolic rate."
"metabolic","He was suffering from metabolic disorders."
"oil","She poured some sesame oil into the pan to fry some potatoes."
"oil","Rising oil prices have led to an increase in transportation costs."
"olive","The salad was accompanied by olives."
"olive","On his ranch, he also had some olive trees."
"performance","The coach was dissatisfied with the poor performance of his team."
"performance","The teacher prepared some tricky questions as a performance indicator to test the students."
"performance","It was a high-performance vehicle, so it was a bit more expensive."
"powerful","The drug had a powerful effect on the consumer."
